I-0,I-1,Desired,O-0,O-1,O-2,O-3,Actual,Correct
0.56115,0.66036,0,0.825285,0.211379,0.00150501,0.0674382,0,1
0.69637,0.63318,0,0.908417,0.0881158,0.000720406,0.148535,0,1
0.51901,0.65984,0,0.66327,0.422376,0.00362008,0.0291576,0,0
0.55502,0.60191,0,0.761621,0.179086,0.00230506,0.0761678,0,1
0.53219,0.58067,0,0.618894,0.223972,0.00466047,0.0585274,0,1
0.62444,0.6447,0,0.894015,0.111172,0.000844674,0.12275,0,1
0.56837,0.71112,0,0.851958,0.204432,0.00122254,0.0707033,0,1
0.48645,0.6563,0,0.449104,0.663991,0.00875524,0.0124039,1,0
0.59893,0.50185,0,0.51703,0.0146129,0.00843656,0.392277,-1,0
0.55512,0.57314,0,0.704312,0.132885,0.00320675,0.0963692,0,1
0.70209,0.72683,0,0.921212,0.104477,0.00059885,0.132069,0,1
0.49118,0.43444,0,0.0224695,0.0203683,0.333409,0.261286,-1,0
0.62942,0.51032,0,0.626203,0.0156377,0.00523434,0.388353,0,1
0.53317,0.6375,0,0.717968,0.313864,0.00282445,0.0427843,0,1
0.73146,0.6308,0,0.910417,0.0853035,0.000703321,0.152437,0,1
0.69228,0.63108,0,0.907278,0.0876797,0.000731128,0.148938,0,1
0.74209,0.72998,0,0.923209,0.102041,0.000582157,0.134782,0,1
0.67086,0.78358,0,0.919485,0.111158,0.000611863,0.125602,0,1
0.50195,0.59732,0,0.47019,0.457578,0.00836111,0.0243976,-1,0
0.62176,0.63983,0,0.891013,0.110769,0.000873471,0.122811,0,1
0.46621,0.34615,0,0.00470414,0.0148777,0.732733,0.285017,2,0
0.63864,0.55366,0,0.809102,0.0438506,0.0018499,0.227432,0,1
0.56348,0.44532,0,0.14101,0.00411168,0.0627759,0.604479,3,0
0.69834,0.56389,0,0.853746,0.0472068,0.0013109,0.221469,0,1
0.51441,0.47965,0,0.110177,0.0348342,0.0748135,0.208233,-1,0
0.60318,0.71711,0,0.89335,0.14411,0.000838029,0.0992848,0,1
0.5541,0.58799,0,0.734831,0.16078,0.00269936,0.0828766,0,1
0.70785,0.57855,0,0.875382,0.0575582,0.00106499,0.196453,0,1
0.76194,0.71632,0,0.923151,0.100573,0.000583144,0.136286,0,1
0.66084,0.5946,0,0.881286,0.0722752,0.000991637,0.168163,0,1
0.81273,0.68487,0,0.921881,0.0969358,0.000595533,0.139998,0,1
0.70262,0.71573,0,0.92075,0.10366,0.000603182,0.132813,0,1
0.52221,0.72823,0,0.706539,0.42122,0.00292597,0.0297607,0,0
0.738,0.62712,0,0.909576,0.0837235,0.000711801,0.154445,0,1
0.77459,0.59302,0,0.894297,0.0668021,0.000866613,0.179507,0,1
0.7263,0.52716,0,0.767213,0.0223744,0.00250511,0.334441,0,1
0.58028,0.7148,0,0.870558,0.177698,0.00104501,0.0813709,0,1
0.69776,0.68968,0,0.918604,0.101481,0.00062289,0.134718,0,1
0.69773,0.58509,0,0.880674,0.0624072,0.00100595,0.186453,0,1
0.43863,0.70554,0,0.221832,0.892216,0.0245039,0.00363165,1,0
0.59305,0.53734,0,0.694794,0.0412797,0.00359202,0.226895,0,1
0.58208,0.58022,0,0.79533,0.0988739,0.00193955,0.126905,0,1
0.73617,0.58658,0,0.886606,0.0625972,0.000945888,0.186813,0,1
0.49269,0.64053,0,0.476705,0.604894,0.00788873,0.0153165,1,0
0.52084,0.63246,0,0.649803,0.384332,0.0038885,0.0327997,0,1
0.56895,0.54199,0,0.646387,0.0615801,0.00443634,0.170494,0,1
0.47865,0.60417,0,0.331802,0.650773,0.0148001,0.0124561,1,0
0.72199,0.53069,0,0.778534,0.0243697,0.00232864,0.32025,0,1
0.5751,0.63533,0,0.841376,0.162533,0.00135277,0.0864089,0,1
0.70439,0.54403,0,0.813812,0.0328489,0.00181828,0.272925,0,1
0.60823,0.4928,0,0.480378,0.0102073,0.0100339,0.460181,-1,0
0.59749,0.63136,0,0.869253,0.126516,0.00107999,0.108651,0,1
0.70035,0.65069,0,0.913336,0.0934883,0.000673138,0.142703,0,1
0.46346,0.64067,0,0.295423,0.788858,0.0170571,0.00707284,1,0
0.48659,0.58517,0,0.338857,0.541257,0.0146535,0.0179079,-1,0
0.66629,0.6685,0,0.912198,0.102764,0.000679761,0.132595,0,1
0.43535,0.72142,0,0.214363,0.900211,0.0255334,0.00337816,1,0
0.66365,0.59088,0,0.878815,0.0693032,0.00101902,0.172995,0,1
0.56981,0.63198,0,0.829482,0.171514,0.00147827,0.0818529,0,1
0.72203,0.66355,0,0.917169,0.0951402,0.000637998,0.141336,0,1
0.52093,0.51986,0,0.292945,0.0954545,0.0206947,0.11004,-1,0
0.55375,0.69266,0,0.816984,0.247605,0.00158143,0.0575487,0,1
0.57302,0.69102,0,0.85663,0.189502,0.00118041,0.0760608,0,1
0.72882,0.7258,0,0.922603,0.102413,0.000587336,0.134318,0,1
0.56462,0.70207,0,0.843586,0.213464,0.00130621,0.0675294,0,1
0.46535,0.5153,0,0.0742956,0.321075,0.101005,0.0312969,-1,0
0.62018,0.7531,0,0.905272,0.131199,0.000732451,0.108445,0,1
0.62559,0.61887,0,0.883786,0.0981499,0.000949972,0.134212,0,1
0.61543,0.52811,0,0.69654,0.0276018,0.00363794,0.290758,0,1
0.53283,0.69402,0,0.746877,0.347943,0.00239538,0.0384783,0,1
0.57428,0.64022,0,0.84258,0.167282,0.00133742,0.0843147,0,1
0.63094,0.81655,0,0.910953,0.125448,0.000683048,0.113077,0,1
0.4745,0.57157,0,0.23697,0.582188,0.0245238,0.0150564,-1,0
0.60715,0.57328,0,0.821177,0.0713724,0.00165412,0.163932,0,1
0.66453,0.52018,0,0.711789,0.0189181,0.00343362,0.359878,0,1
0.54562,0.59489,0,0.715748,0.198778,0.00294896,0.067922,0,1
0.54852,0.81103,0,0.81643,0.274083,0.00157645,0.0518492,0,1
0.61701,0.54262,0,0.756055,0.0387049,0.00259745,0.241287,0,1
0.70445,0.52755,0,0.761965,0.0224648,0.00258338,0.333148,0,1
0.72538,0.56886,0,0.865745,0.0504975,0.00117485,0.213282,0,1
0.56762,0.56612,0,0.727599,0.0984531,0.00288944,0.123778,0,1
0.48459,0.64733,0,0.428692,0.670137,0.00954226,0.0120501,1,0
0.65541,0.53599,0,0.76905,0.0287898,0.00244499,0.290214,0,1
0.62722,0.55537,0,0.804084,0.047441,0.00190613,0.215574,0,1
0.37105,0.71202,0,0.110221,0.956589,0.0548409,0.00154687,1,0
0.33357,0.64218,0,0.0810644,0.95643,0.0769087,0.00150693,1,0
0.70742,0.61031,0,0.9002,0.0771382,0.000803059,0.162704,0,1
0.59375,0.54558,0,0.728268,0.0492812,0.00299177,0.204177,0,1
0.50627,0.4681,0,0.0686092,0.0310757,0.12393,0.216553,-1,0
0.58934,0.61008,0,0.845529,0.120995,0.00133165,0.110997,0,1
0.70586,0.52737,0,0.761775,0.0223646,0.00258687,0.333942,0,1
0.66621,0.56922,0,0.853537,0.0529494,0.00130507,0.205217,0,1
0.60477,0.54587,0,0.749348,0.0450914,0.00267672,0.218176,0,1
0.54884,0.49265,0,0.28578,0.0223778,0.023183,0.295249,-1,0
0.75151,0.64895,0,0.915887,0.0906152,0.000651284,0.146455,0,1
0.55246,0.46341,0,0.168793,0.00838483,0.0489401,0.467212,-1,0
0.60317,0.67032,0,0.887146,0.136227,0.000899669,0.103558,0,1
0.52686,0.64923,0,0.697382,0.361898,0.00310482,0.0359671,0,1
0.63469,0.61239,0,0.88455,0.0903697,0.000946914,0.143,0,1
0.54687,0.67588,0,0.792403,0.270482,0.00185646,0.0519167,0,1
0.56761,0.61829,0,0.814454,0.165141,0.00165283,0.0839506,0,1
0.63208,0.63834,0,0.895471,0.10469,0.000833791,0.128822,0,1
0.57589,0.63557,0,0.842868,0.161124,0.00133743,0.0871447,0,1
0.56357,0.53092,0,0.572545,0.0516103,0.00622715,0.188606,-1,0
0.59166,0.55224,0,0.746381,0.0575609,0.00268599,0.184879,0,1
0.60202,0.67299,0,0.886773,0.138147,0.000902479,0.10233,0,1
0.68906,0.70343,0,0.91889,0.104131,0.000619436,0.132098,0,1
0.55477,0.50841,0,0.403101,0.0323497,0.0131516,0.244509,-1,0
0.70716,0.67291,0,0.917538,0.0979763,0.000633638,0.138257,0,1
0.64252,0.65097,0,0.903034,0.104981,0.00076275,0.129353,0,1
0.59425,0.54453,0,0.725509,0.0479605,0.00304072,0.207719,0,1
0.45277,0.62654,0,0.232436,0.822478,0.0236957,0.00579657,1,0
0.66808,0.52242,0,0.724168,0.0200137,0.0032083,0.350558,0,1
0.45098,0.72701,0,0.275231,0.861251,0.0184384,0.00468221,1,0
0.29795,0.60615,0,0.0605448,0.946585,0.105303,0.00174045,1,0
0.57199,0.63954,0,0.838111,0.17176,0.00138339,0.0821527,0,1
0.60143,0.53633,0,0.70793,0.0373875,0.00337854,0.242687,0,1
0.67937,0.46947,0,0.421205,0.00386934,0.0135684,0.645959,3,0
0.65048,0.68599,0,0.911209,0.110279,0.000685908,0.125374,0,1
0.64152,0.69105,0,0.909339,0.114362,0.000701348,0.121613,0,1
0.56605,0.57137,0,0.736761,0.108855,0.00273371,0.114783,0,1
0.71931,0.61264,0,0.902467,0.0778241,0.000781178,0.161958,0,1
0.55121,0.58926,0,0.726822,0.171058,0.00280788,0.0782141,0,1
0.45506,0.54032,0,0.099518,0.554562,0.0706405,0.0150729,-1,0
0.49101,0.58341,0,0.362155,0.501172,0.013268,0.0204928,-1,0
0.57509,0.80606,0,0.869111,0.191293,0.00105439,0.0760463,0,1
0.65502,0.59037,0,0.875619,0.0703191,0.00105086,0.170848,0,1
0.61842,0.69686,0,0.900827,0.128055,0.000774239,0.110191,0,1
0.68411,0.55208,0,0.827397,0.0388933,0.00163344,0.247481,0,1
0.60442,0.58298,0,0.833661,0.0824932,0.00149506,0.148391,0,1
0.5341,0.58018,0,0.62788,0.214451,0.00448795,0.0612192,0,1
0.62819,0.59446,0,0.867228,0.0805199,0.00112948,0.154029,0,1
0.63418,0.53847,0,0.76085,0.0324523,0.0025501,0.269501,0,1
0.5977,0.61628,0,0.860498,0.116554,0.00117528,0.115441,0,1
0.63714,0.51731,0,0.673597,0.0186081,0.00415806,0.359417,0,1
0.63537,0.73233,0,0.910364,0.121178,0.000689733,0.116223,0,1
0.45723,0.56075,0,0.145226,0.650234,0.0449726,0.0113902,1,0
0.49823,0.79865,0,0.576962,0.598218,0.00515393,0.0162016,-1,0
0.72082,0.57835,0,0.876895,0.0571992,0.00104967,0.197483,0,1
0.55005,0.8313,0,0.821633,0.266825,0.00152156,0.0534691,0,1
0.72612,0.76923,0,0.923595,0.104281,0.000578055,0.132591,0,1
0.57679,0.60278,0,0.817834,0.131868,0.00163584,0.101879,0,1
0.43491,0.58327,0,0.126324,0.821049,0.0506643,0.00548312,1,0
0.49267,0.50232,0,0.108687,0.124647,0.0711185,0.080498,-1,0
0.67966,0.8189,0,0.920934,0.109872,0.000599543,0.126945,0,1
0.68844,0.64263,0,0.910217,0.0922426,0.000702036,0.143746,0,1
0.49715,0.54305,0,0.264385,0.282625,0.0224536,0.0408152,-1,0
0.60901,0.6564,0,0.888211,0.126419,0.000893462,0.110217,0,1
0.50885,0.73686,0,0.633897,0.519265,0.00406829,0.0212725,0,0
0.60685,0.58169,0,0.834484,0.0797608,0.00148845,0.152204,0,1
0.56896,0.54885,0,0.674701,0.071128,0.00384925,0.155145,0,1
0.66524,0.56019,0,0.837588,0.0460237,0.00149762,0.223307,0,1
0.77544,0.44309,0,0.314323,0.00183841,0.0228539,0.761116,3,0
0.59372,0.8078,0,0.88982,0.158568,0.000866192,0.0912466,0,1
0.45212,0.63702,0,0.239565,0.833262,0.0226539,0.00547616,1,0
0.55697,0.69472,0,0.825516,0.236406,0.00149132,0.0605419,0,1
0.49194,0.75439,0,0.527262,0.647246,0.00630959,0.013508,1,0
0.6093,0.79383,0,0.900704,0.14087,0.000770977,0.101826,0,1
0.54519,0.58915,0,0.702622,0.190177,0.00316414,0.0703982,0,1
0.48381,0.47638,0,0.0459112,0.0753367,0.175035,0.112164,-1,0
0.89587,0.55097,0,0.853175,0.0419324,0.00132574,0.238983,0,1
0.58775,0.61975,0,0.850933,0.130705,0.00126769,0.104551,0,1
0.64585,0.59712,0,0.878285,0.0769988,0.00101844,0.160312,0,1
0.65338,0.59454,0,0.87886,0.0735571,0.0010152,0.165776,0,1
0.34323,0.52402,0,0.0187613,0.751897,0.319932,0.00641303,1,0
0.41553,0.51764,0,0.0298943,0.591616,0.227174,0.0119969,-1,0
0.5217,0.84648,0,0.718976,0.419667,0.00274401,0.0300606,0,0
0.33244,0.67827,0,0.0896775,0.961996,0.0684939,0.00135757,1,0
0.62294,0.59569,0,0.865084,0.0836313,0.00114947,0.149567,0,1
0.74835,0.58631,0,0.887357,0.062435,0.00093851,0.187248,0,1
0.5533,0.60586,0,0.761554,0.189646,0.00229763,0.0723023,0,1
0.45852,0.73143,0,0.312569,0.835269,0.0154268,0.0055862,1,0
0.60053,0.85805,0,0.896132,0.149569,0.000810271,0.0964303,0,1
0.60295,0.86189,0,0.89786,0.146861,0.000795183,0.0980791,0,1
0.69708,0.65355,0,0.913617,0.094569,0.000670153,0.141503,0,1
0.66533,0.59401,0,0.882049,0.0712039,0.000984769,0.170061,0,1
0.61461,0.49406,0,0.501502,0.0101892,0.00917864,0.462348,-1,0
0.60243,0.61645,0,0.865413,0.112188,0.00112694,0.119388,0,1
0.76329,0.62515,0,0.910005,0.0826324,0.000708374,0.156006,0,1
0.69522,0.74687,0,0.921351,0.106232,0.000597057,0.130389,0,1
0.50995,0.51455,0,0.213219,0.110005,0.0318928,0.0950509,-1,0
0.75541,0.5868,0,0.888289,0.0627904,0.000928919,0.186634,0,1
0.51368,0.66234,0,0.634007,0.462659,0.00411397,0.0253994,0,0
0.49816,0.61332,0,0.47635,0.523118,0.00803676,0.0199051,-1,0
0.56274,0.5005,0,0.389418,0.0220575,0.014249,0.306179,-1,0
0.65292,0.61757,0,0.894171,0.0877565,0.000854702,0.147245,0,1
0.6198,0.84768,0,0.906939,0.132299,0.000716973,0.107866,0,1
0.44743,0.52377,0,0.0603377,0.488761,0.120799,0.0177218,-1,0
0.7335,0.59576,0,0.893649,0.0683086,0.000871861,0.176619,0,1
0.55932,0.48861,0,0.305792,0.0161019,0.0213336,0.355909,-1,0
0.69304,0.61664,0,0.901671,0.0812596,0.000786795,0.156822,0,1
0.65021,0.54922,0,0.805563,0.0388448,0.0019076,0.24534,0,1
0.69752,0.58055,0,0.87596,0.0592853,0.00105728,0.192586,0,1
0.67601,0.61142,0,0.896392,0.0803385,0.000837581,0.157472,0,1
0.78398,0.64808,0,0.916588,0.0900508,0.000645211,0.147242,0,1
0.61934,0.57094,0,0.829537,0.0637941,0.00156484,0.178301,0,1
0.75536,0.62612,0,0.910031,0.0830679,0.000707923,0.155407,0,1
0.57676,0.56791,0,0.757296,0.0892285,0.00246338,0.135072,0,1
0.5349,0.6249,0,0.713292,0.290545,0.00291078,0.0464732,0,1
0.5463,0.50249,0,0.329004,0.0320178,0.0184073,0.241005,-1,0
0.5567,0.73661,0,0.831279,0.242656,0.00142585,0.0591927,0,1
0.63803,0.52898,0,0.728453,0.0254144,0.00309648,0.30781,0,1
0.58118,0.53445,0,0.651511,0.0438671,0.00441225,0.215222,0,1
0.51211,0.50456,0,0.182554,0.0786241,0.0396314,0.122005,-1,0
0.58874,0.49697,0,0.458296,0.0138379,0.0108449,0.398004,-1,0
0.59553,0.46228,0,0.272713,0.00432476,0.0269662,0.611766,3,0
0.72585,0.63256,0,0.910629,0.086141,0.000700982,0.151364,0,1
0.53182,0.67356,0,0.734936,0.346704,0.0025598,0.0384417,0,1
0.49565,0.49177,0,0.091416,0.085022,0.0876396,0.108081,-1,0
0.73746,0.6179,0,0.906083,0.0798446,0.000746125,0.15944,0,1
0.67409,0.49008,0,0.549493,0.00753502,0.00760667,0.527323,-1,0
0.58994,0.70123,0,0.88021,0.159293,0.000957554,0.0902169,0,1
0.63609,0.42272,0,0.181993,0.00118626,0.0491348,0.809644,3,0
0.68024,0.65924,0,0.912794,0.0980828,0.000676186,0.137516,0,1
0.54482,0.64784,0,0.772396,0.264591,0.00210691,0.0526067,0,1
0.62683,0.48812,0,0.484351,0.00789848,0.00999841,0.512218,-1,0
0.60247,0.58915,0,0.83981,0.0897132,0.00141843,0.139809,0,1
0.77523,0.68699,0,0.921568,0.0974845,0.000598105,0.139352,0,1
0.53106,0.66121,0,0.725299,0.344699,0.00269757,0.0385484,0,1
0.67073,0.58164,0,0.871372,0.0618686,0.00110251,0.186455,0,1
0.69722,0.51589,0,0.709896,0.0164403,0.00349296,0.386441,0,1
0.69822,0.51787,0,0.719494,0.0173757,0.00331308,0.376765,0,1
0.73846,0.56748,0,0.865446,0.0495582,0.00117927,0.215911,0,1
0.69428,0.58536,0,0.88037,0.0627542,0.00100874,0.185698,0,1
0.47567,0.53021,0,0.130706,0.351963,0.0540667,0.0296232,-1,0
0.61124,0.51296,0,0.611509,0.0186316,0.00554052,0.353825,0,1
0.56322,0.62564,0,0.810444,0.182621,0.00168909,0.0765916,0,1
0.49571,0.59273,0,0.416933,0.493479,0.0104243,0.0214056,-1,0
0.73875,0.49807,0,0.632482,0.00986942,0.00521052,0.4803,0,0
0.6769,0.43687,0,0.252923,0.00150286,0.031608,0.784869,3,0
0.61903,0.66044,0,0.895389,0.119927,0.000827995,0.11568,0,1
0.52646,0.50205,0,0.234187,0.0501304,0.0293785,0.17338,-1,0
0.51266,0.65141,0,0.619663,0.462138,0.00439094,0.0253102,0,0
0.60232,0.61053,0,0.861027,0.108009,0.00117496,0.12268,0,1
0.54192,0.56787,0,0.631194,0.157525,0.00450773,0.0812143,0,1
0.44322,0.74391,0,0.245833,0.883545,0.0214068,0.00393805,1,0
0.65401,0.45089,0,0.298352,0.00227505,0.0244475,0.727386,3,0
0.71334,0.62689,0,0.907898,0.0844973,0.000726914,0.153172,0,1
0.61138,0.42281,0,0.159794,0.0013649,0.0571633,0.789473,3,0
0.58254,0.79046,0,0.878056,0.176415,0.000972259,0.082343,0,1
0.6587,0.73331,0,0.916268,0.112472,0.000639867,0.124042,0,1
0.56152,0.70891,0,0.838371,0.223883,0.00135726,0.0643171,0,1
0.70331,0.77368,0,0.922487,0.10615,0.000587133,0.130622,0,1
0.62235,0.58872,0,0.857369,0.0782858,0.00123579,0.156298,0,1
0.47641,0.58599,0,0.281519,0.619516,0.0190977,0.013581,1,0
0.68772,0.49085,0,0.563877,0.00767592,0.0071452,0.52485,-1,0
0.6345,0.8601,0,0.91254,0.123573,0.000669447,0.114638,0,1
0.65337,0.69518,0,0.91281,0.110676,0.000671351,0.125209,0,1
0.6437,0.5422,0,0.781168,0.0341552,0.00225028,0.263166,0,1
0.56549,0.73494,0,0.849447,0.214575,0.00124458,0.0674415,0,1
0.66252,0.55465,0,0.825009,0.0419519,0.00165583,0.235651,0,1
0.62173,0.53269,0,0.725178,0.0299103,0.00312411,0.279713,0,1
0.61494,0.64198,0,0.887765,0.116186,0.00090219,0.117946,0,1
0.49711,0.66113,0,0.525695,0.588649,0.00643331,0.0164241,-1,0
0.80859,0.55218,0,0.847778,0.040182,0.00139015,0.244839,0,1
0.53816,0.61129,0,0.710718,0.255825,0.00297657,0.0530376,0,1
0.48972,0.60008,0,0.393597,0.559688,0.0113882,0.0172301,-1,0
0.58231,0.70723,0,0.872274,0.172922,0.00102988,0.0834709,0,1
0.63559,0.7334,0,0.910485,0.121133,0.000688658,0.116271,0,1
0.68528,0.49974,0,0.617056,0.0101768,0.00557786,0.4727,0,0
0.73684,0.47532,0,0.488775,0.00475455,0.0100732,0.612831,3,0
0.74899,0.58124,0,0.882708,0.0591326,0.000988219,0.193783,0,1
0.53331,0.41618,0,0.0495242,0.00417278,0.185164,0.577715,-1,0
0.73097,0.36441,0,0.123413,0.000435085,0.0813967,0.901298,3,0
0.5508,0.57631,0,0.695783,0.149272,0.00332482,0.0870589,0,1
0.64066,0.33511,0,0.0907525,0.000420189,0.113516,0.901143,3,0
0.7452,0.50597,0,0.678507,0.0126297,0.00414344,0.435145,0,0
0.59078,0.73293,0,0.884032,0.161242,0.000920133,0.0895276,0,1
0.54229,0.5776,0,0.661994,0.177445,0.00387831,0.0738632,0,1
0.67867,0.72434,0,0.91892,0.107464,0.000618047,0.128902,0,1
0.62927,0.60024,0,0.873057,0.0843932,0.00106633,0.149327,0,1
0.40879,0.74991,1,0.154733,0.937213,0.0375873,0.00218372,1,1
0.47163,0.5321,1,0.123344,0.391142,0.0573297,0.0258501,-1,0
0.47595,0.84692,1,0.433173,0.746982,0.00918263,0.00897611,1,0
0.39831,0.5259,1,0.0292162,0.696781,0.227411,0.00830649,1,1
0.60508,0.83223,1,0.898817,0.144933,0.000786986,0.0992609,0,0
0.45637,0.56178,1,0.144757,0.659823,0.0450517,0.0110104,1,1
0.30644,0.58937,1,0.0523486,0.934115,0.123043,0.00205259,1,1
0.26812,0.6389,1,0.071714,0.959816,0.0872136,0.00139259,1,1
0.55218,0.68011,1,0.809454,0.250107,0.0016659,0.0567411,0,0
0.39142,0.29889,1,0.00123141,0.0501467,0.914917,0.115339,2,0
0.36022,0.71384,1,0.104292,0.959611,0.0581492,0.00144876,1,1
0.5273,0.73923,1,0.73297,0.388051,0.00256369,0.0334787,0,0
0.36976,0.68794,1,0.106135,0.955448,0.0573024,0.00157502,1,1
0.45156,0.59345,1,0.185898,0.781307,0.0321593,0.00695755,1,1
0.53444,0.66135,1,0.740228,0.325315,0.00249883,0.0414754,0,0
0.26372,0.52355,1,0.0149374,0.757467,0.375494,0.00613827,1,1
0.30618,0.45934,1,0.00336958,0.30004,0.767184,0.0259134,2,0
0.4085,0.47036,1,0.00826454,0.263125,0.559962,0.0322093,-1,0
0.23427,0.64806,1,0.0729199,0.962195,0.0854445,0.00132572,1,1
0.50894,0.48327,1,0.104802,0.0453491,0.0780243,0.173595,-1,0
0.38,0.7058,1,0.11589,0.953104,0.0520071,0.00165821,1,1
0.36847,0.60168,1,0.0736763,0.931013,0.0870936,0.00220308,1,1
0.2038,0.822,1,0.0871687,0.970608,0.0697431,0.00109466,1,1
0.37658,0.57191,1,0.0561189,0.89266,0.11767,0.0031625,1,1
0.44665,0.66134,1,0.234523,0.863228,0.0230477,0.0045362,1,1
0.38088,0.63329,1,0.0975811,0.941351,0.063818,0.00196949,1,1
0.41556,0.60274,1,0.113659,0.892239,0.0555572,0.00339019,1,1
0.45237,0.59535,1,0.191593,0.781557,0.0309464,0.00697162,1,1
0.55205,0.77896,1,0.823647,0.260704,0.00150183,0.0548222,0,0
0.61264,0.73911,1,0.900821,0.136507,0.000771355,0.104541,0,0
0.14188,0.5746,1,0.0364868,0.913011,0.175636,0.0025264,1,1
0.46382,0.54269,1,0.125675,0.51179,0.0547862,0.0176471,-1,0
0.44571,0.58387,1,0.153185,0.784659,0.0408064,0.00671406,1,1
0.47145,0.56802,1,0.213963,0.589277,0.028076,0.0145496,-1,0
0.31773,0.54259,1,0.0258255,0.843356,0.243816,0.00417352,1,1
0.39851,0.82589,1,0.14297,0.945354,0.0410336,0.00192553,1,1
0.51776,0.4996,1,0.1862,0.0584055,0.0392772,0.152366,-1,0
0.37547,0.60458,1,0.0788335,0.929902,0.0811536,0.00224762,1,1
0.37316,0.71629,1,0.112065,0.956105,0.0538496,0.00156378,1,1
0.15492,0.67408,1,0.0773814,0.96603,0.0798272,0.00121992,1,1
0.39063,0.58358,1,0.0725986,0.899304,0.0901846,0.003059,1,1
0.34986,0.68606,1,0.0962963,0.960075,0.0635046,0.00142399,1,1
0.44906,0.49177,1,0.0286361,0.253677,0.24932,0.0371691,-1,0
0.33877,0.59273,1,0.0591631,0.932822,0.109011,0.00211039,1,1
0.48091,0.68921,1,0.432541,0.715935,0.00928248,0.0101733,1,0
0.53287,0.46593,1,0.123262,0.0140743,0.0689852,0.358424,-1,0
0.32518,0.64671,1,0.0806816,0.958388,0.0771222,0.00144953,1,1
0.47196,0.6157,1,0.312019,0.715391,0.0160303,0.00975305,1,1
0.34847,0.544,1,0.0297859,0.839398,0.21642,0.00432751,1,1
0.48722,0.58152,1,0.333274,0.524105,0.0150962,0.0188642,-1,0
0.26823,0.6484,1,0.0746228,0.961826,0.0834325,0.00133932,1,1
0.33555,0.75742,1,0.0977491,0.965046,0.0620456,0.00127695,1,1
0.38643,0.70404,1,0.121192,0.950196,0.0495588,0.00175173,1,1
0.55716,0.46012,1,0.170261,0.00694558,0.0488798,0.505364,-1,0
0.37577,0.39246,1,0.00164358,0.0890505,0.884464,0.0754702,2,0
0.31252,0.54479,1,0.0266193,0.851519,0.237171,0.00397922,1,1
0.56885,0.56049,1,0.714827,0.0883116,0.00311027,0.133931,0,0
0.42753,0.6525,1,0.170885,0.903291,0.0340636,0.00320753,1,1
0.3554,0.58255,1,0.0566864,0.918331,0.114901,0.00248799,1,1
0.20828,0.65618,1,0.0743448,0.963703,0.0835542,0.00128396,1,1
0.34306,0.58645,1,0.0562112,0.926105,0.115298,0.00227981,1,1
0.49551,0.77828,1,0.555743,0.620088,0.00562144,0.01496,1,0
0.40291,0.60957,1,0.103244,0.913823,0.0611601,0.00275713,1,1
0.47456,0.56475,1,0.21963,0.552644,0.0273267,0.0164169,-1,0
0.3158,0.61339,1,0.0662283,0.94897,0.0958539,0.00168855,1,1
0.44522,0.74125,1,0.253313,0.878348,0.020585,0.00411082,1,1
0.34727,0.49647,1,0.00958918,0.555501,0.504126,0.0122178,-1,0
0.34763,0.59039,1,0.059739,0.928763,0.108264,0.00222133,1,1
0.36563,0.65747,1,0.0970992,0.952957,0.0634494,0.00163448,1,1
0.39275,0.5671,1,0.0599405,0.868828,0.111311,0.00381481,1,1
0.11958,0.59995,1,0.0500035,0.940821,0.128042,0.0018654,1,1
0.40558,0.6868,1,0.140768,0.936591,0.0421269,0.00218123,1,1
0.53682,0.4844,1,0.198506,0.022533,0.0380415,0.285564,-1,0
0.21302,0.51759,1,0.0119571,0.711214,0.436305,0.00727258,1,0
0.44839,0.60834,1,0.195536,0.818515,0.0298017,0.00581151,1,1
0.39819,0.76256,1,0.139747,0.945499,0.0421555,0.00191682,1,1
0.51068,0.5136,1,0.21264,0.105197,0.032087,0.0985289,-1,0
0.41965,0.49878,1,0.0198522,0.429012,0.32226,0.019423,-1,0
0.34418,0.61896,1,0.0745637,0.94752,0.0848297,0.00174794,1,1
0.35089,0.75209,1,0.102764,0.962627,0.0588853,0.0013563,1,1
0.22475,0.42635,1,0.00166079,0.168521,0.879385,0.0435927,2,0
0.34297,0.5941,1,0.0609009,0.933076,0.105846,0.00210915,1,1
0.41049,0.52988,1,0.0369878,0.690151,0.185249,0.00869401,1,1
0.38993,0.77873,1,0.13075,0.95045,0.0453668,0.00175731,1,1
0.37577,0.60837,1,0.0813204,0.932236,0.0783761,0.0021896,1,1
0.25964,0.69042,1,0.0825892,0.966994,0.0743549,0.00119851,1,1
0.33019,0.68665,1,0.0904975,0.962977,0.0677284,0.00132955,1,1
0.37498,0.54471,1,0.035317,0.823882,0.18718,0.00479919,1,1
0.34833,0.54754,1,0.0319074,0.851154,0.203119,0.0040528,1,1
0.47005,0.868,1,0.397715,0.778119,0.0106182,0.00773245,1,1
0.35657,0.5539,1,0.037387,0.865762,0.175376,0.00373433,1,1
0.55011,0.57808,1,0.697513,0.154432,0.00328925,0.0845976,0,0
0.56796,0.60086,1,0.796444,0.145893,0.001882,0.0925983,0,0
0.49247,0.51749,1,0.151196,0.185973,0.0475285,0.0583403,-1,0
0.36539,0.71164,1,0.106786,0.958212,0.0567249,0.00149387,1,1
0.35813,0.67881,1,0.098434,0.957715,0.0621612,0.00149694,1,1
