I-0,I-1,Desired,O-0,O-1,O-2,O-3,O-4,O-5,Actual,Correct
0.6303,0.66004,1,0.0688364,0.901808,0.0152579,6.26145e-07,6.7479e-07,6.45966e-07,1,1
0.4992,0.76163,1,0.00020742,0.728542,0.273486,4.95027e-07,1.25597e-05,1.22681e-07,1,1
0.66156,0.72105,1,0.0443666,0.904753,0.0131099,7.79432e-08,5.3046e-07,1.06044e-07,1,1
0.5231,0.81753,1,6.132e-05,0.849356,0.0758311,2.0598e-08,2.14402e-06,7.21175e-08,1,1
0.63577,0.68267,1,0.0515778,0.908003,0.0151263,2.84795e-07,6.06885e-07,3.17011e-07,1,1
0.64641,0.74815,1,0.0181855,0.920822,0.0127341,4.07974e-08,5.53767e-07,8.13629e-08,1,1
0.51787,0.59758,1,0.0276987,0.696528,0.178651,0.000593149,3.44254e-05,1.07936e-05,1,1
0.41246,0.78619,1,1.85269e-05,0.0645166,0.966634,1.83633e-05,0.00199955,1.47802e-08,2,0
0.63601,0.71809,1,0.026419,0.918226,0.0144262,9.85909e-08,5.81839e-07,1.46418e-07,1,1
0.72256,0.72169,1,0.13406,0.798873,0.0135496,6.64613e-08,3.91195e-07,5.29321e-08,1,1
0.65317,0.64827,1,0.128783,0.872292,0.0133566,6.56267e-07,6.53917e-07,7.65138e-07,1,1
0.50592,0.80173,1,6.62351e-05,0.782528,0.160616,6.65725e-08,5.43537e-06,7.86325e-08,1,1
0.60472,0.6242,1,0.0788823,0.893087,0.01625,3.60022e-06,1.13255e-06,3.30869e-06,1,1
0.56528,0.5977,1,0.0630153,0.853749,0.0284544,4.03724e-05,4.03246e-06,1.48758e-05,1,1
0.58577,0.65639,1,0.028943,0.906566,0.0257569,1.81737e-06,1.11799e-06,1.08754e-06,1,1
0.54822,0.73836,1,0.00151355,0.889405,0.0527632,2.02407e-07,1.79911e-06,1.9752e-07,1,1
0.69017,0.65061,1,0.225414,0.791131,0.0134753,4.23368e-07,5.62636e-07,4.66876e-07,1,1
0.56752,0.69681,1,0.00770793,0.905428,0.037012,6.16292e-07,1.33812e-06,4.09745e-07,1,1
0.52635,0.74973,1,0.000593134,0.844456,0.102977,2.60867e-07,3.63637e-06,1.66355e-07,1,1
0.60936,0.64768,1,0.0562482,0.904839,0.0176312,1.39738e-06,8.53961e-07,1.21144e-06,1,1
0.52892,0.66393,1,0.00714358,0.822494,0.1397,1.22001e-05,6.81859e-06,1.00716e-06,1,1
0.64773,0.73969,1,0.0224742,0.918464,0.0129769,5.06851e-08,5.53347e-07,9.07376e-08,1,1
0.56035,0.62162,1,0.0351238,0.869195,0.042214,1.87613e-05,3.02287e-06,4.52385e-06,1,1
0.72538,0.64997,1,0.359287,0.609133,0.0151727,3.48123e-07,4.58836e-07,3.2075e-07,1,1
0.68635,0.70972,1,0.0877185,0.870342,0.0132484,9.40657e-08,4.81139e-07,9.89359e-08,1,1
0.68559,0.65049,1,0.211067,0.805711,0.0133626,4.40602e-07,5.73958e-07,4.93614e-07,1,1
0.49973,0.65734,1,0.00460838,0.660998,0.419165,9.22384e-05,3.81504e-05,9.84365e-07,1,0
0.72876,0.61964,1,0.537905,0.451874,0.0130658,7.13674e-07,7.24798e-07,1.33786e-06,-1,0
0.70519,0.60031,1,0.538088,0.551405,0.00918894,1.36627e-06,1.3046e-06,5.61596e-06,-1,0
0.63403,0.67102,1,0.0612185,0.90444,0.0151953,4.1832e-07,6.31955e-07,4.43649e-07,1,1
0.66315,0.6421,1,0.168399,0.849573,0.0127823,6.96736e-07,6.67528e-07,8.76683e-07,1,1
0.44649,0.60882,1,0.00367419,0.141073,0.849872,0.0342906,0.00133646,9.75437e-07,2,0
0.64714,0.623,1,0.175099,0.855916,0.0115117,1.53888e-06,8.8159e-07,2.45091e-06,1,1
0.68524,0.81244,1,0.01204,0.917112,0.00949578,9.70969e-09,5.06484e-07,2.93159e-08,1,1
0.5558,0.6924,1,0.00643549,0.892158,0.0511403,1.06062e-06,1.87935e-06,4.78403e-07,1,1
0.57931,0.64373,1,0.0325848,0.898993,0.0284611,3.63243e-06,1.39678e-06,1.75192e-06,1,1
0.70875,0.61285,1,0.479308,0.581811,0.0110157,9.69877e-07,9.35284e-07,2.42274e-06,-1,0
0.56566,0.67981,1,0.0110547,0.900294,0.0402377,1.2986e-06,1.52541e-06,6.24548e-07,1,1
0.55029,0.70553,1,0.00399671,0.887109,0.0575384,7.3309e-07,2.06733e-06,3.64007e-07,1,1
0.55335,0.70627,1,0.00423561,0.891671,0.052357,6.42174e-07,1.86975e-06,3.55053e-07,1,1
0.56977,0.68657,1,0.0104101,0.905311,0.0359223,8.70737e-07,1.33093e-06,5.15144e-07,1,1
0.63672,0.68364,1,0.0517038,0.907823,0.0150508,2.7342e-07,6.02788e-07,3.06109e-07,1,1
0.71652,0.48472,1,0.910625,0.0146608,9.50296e-05,5.57833e-06,1.92461e-05,0.0298947,0,0
0.53041,0.73402,1,0.00106637,0.852176,0.0974344,4.40071e-07,3.51096e-06,2.15924e-07,1,1
0.70302,0.66106,1,0.233428,0.763493,0.0142364,2.95876e-07,4.88539e-07,2.77706e-07,1,1
0.54867,0.81785,1,0.000129135,0.897798,0.0351981,1.15222e-08,1.00379e-06,7.18185e-08,1,1
0.61643,0.60773,1,0.132589,0.87436,0.0118397,4.69647e-06,1.31802e-06,7.10903e-06,1,1
0.53232,0.71681,1,0.00185758,0.853006,0.0999202,8.72463e-07,3.72494e-06,2.95782e-07,1,1
0.60521,0.65727,1,0.0431637,0.909276,0.019074,1.08864e-06,8.4027e-07,9.02975e-07,1,1
0.57643,0.84779,1,0.000124226,0.922008,0.0182731,3.66153e-09,5.37273e-07,5.08777e-08,1,1
0.53219,0.73324,1,0.00114336,0.85666,0.0917801,4.25637e-07,3.28498e-06,2.19124e-07,1,1
0.5993,0.62636,1,0.0682153,0.895152,0.0178765,3.85991e-06,1.17911e-06,3.1143e-06,1,1
0.49224,0.73812,1,0.000373553,0.666984,0.401854,2.16222e-06,2.50276e-05,1.64439e-07,1,0
0.61884,0.77063,1,0.00500494,0.929116,0.0140142,2.48075e-08,5.85932e-07,7.83518e-08,1,1
0.6708,0.61586,1,0.285227,0.788379,0.0103644,1.34056e-06,9.51237e-07,2.88045e-06,1,1
0.5544,0.76446,1,0.000831791,0.900581,0.0391286,6.39256e-08,1.28757e-06,1.30257e-07,1,1
0.66506,0.76082,1,0.0220786,0.91505,0.0115869,2.86596e-08,5.29058e-07,5.74711e-08,1,1
0.67032,0.73118,1,0.0444125,0.901532,0.0125769,5.82482e-08,5.17031e-07,8.17442e-08,1,1
0.5196,0.64115,1,0.0103703,0.767424,0.205393,6.31827e-05,1.43937e-05,1.91965e-06,1,1
0.70616,0.58021,1,0.667741,0.437536,0.00633911,2.17576e-06,2.44657e-06,2.46369e-05,0,0
0.69964,0.72799,1,0.0833013,0.862218,0.0126835,5.90355e-08,4.57777e-07,6.24049e-08,1,1
0.57374,0.69157,1,0.0101974,0.909146,0.0324872,6.39762e-07,1.19079e-06,4.45882e-07,1,1
0.67795,0.74127,1,0.0434117,0.898882,0.0120992,4.48057e-08,5.07433e-07,6.49835e-08,1,1
0.61432,0.68815,1,0.0290336,0.917151,0.0176197,3.17853e-07,6.88047e-07,3.45102e-07,1,1
0.5478,0.66411,1,0.0106628,0.871338,0.0699159,4.96824e-06,2.99299e-06,1.01723e-06,1,1
0.72116,0.61143,1,0.550513,0.476667,0.0115202,9.12824e-07,9.18131e-07,2.35579e-06,-1,0
0.62158,0.60582,1,0.150544,0.868239,0.0109717,4.40566e-06,1.32131e-06,7.66363e-06,1,1
0.52979,0.61437,1,0.0234168,0.78371,0.124842,0.00012769,1.25658e-05,5.65024e-06,1,1
0.57224,0.65916,1,0.0203492,0.900126,0.0345357,2.45277e-06,1.4611e-06,1.08427e-06,1,1
0.49653,0.79029,1,7.73954e-05,0.726285,0.251883,1.58672e-07,1.03507e-05,8.33298e-08,1,1
0.65457,0.72625,1,0.0345169,0.911352,0.0131563,7.02015e-08,5.42816e-07,1.04563e-07,1,1
0.67297,0.71763,1,0.0596812,0.892819,0.0130158,8.11139e-08,5.09444e-07,9.94461e-08,1,1
0.638,0.77095,1,0.00864536,0.927008,0.012381,2.31875e-08,5.54366e-07,6.58325e-08,1,1
0.68172,0.73999,1,0.0480921,0.894572,0.0121202,4.59047e-08,5.00567e-07,6.35863e-08,1,1
0.62787,0.59584,1,0.200478,0.848219,0.00890672,5.20887e-06,1.59971e-06,1.36223e-05,1,1
0.44431,0.62192,1,0.00255578,0.141618,0.880228,0.0201391,0.00125567,6.24338e-07,2,0
0.61481,0.8312,1,0.000809418,0.932611,0.0123344,5.26301e-09,4.91192e-07,4.51329e-08,1,1
0.49732,0.6519,1,0.00504879,0.636418,0.453398,0.000143588,4.73246e-05,1.11267e-06,1,0
0.6636,0.6386,1,0.179205,0.844483,0.0125368,7.67049e-07,6.90785e-07,1.01004e-06,1,1
0.66043,0.62434,1,0.213229,0.831998,0.0113277,1.21021e-06,8.36931e-07,2.02151e-06,1,1
0.58968,0.64823,1,0.0370075,0.904827,0.0235069,2.22896e-06,1.10424e-06,1.39398e-06,1,1
0.61884,0.68595,1,0.0335882,0.915697,0.0169421,3.19729e-07,6.67803e-07,3.48256e-07,1,1
0.55354,0.66088,1,0.013025,0.87987,0.0581204,4.5188e-06,2.49573e-06,1.10705e-06,1,1
0.55046,0.69845,1,0.00483564,0.885898,0.0588013,9.85358e-07,2.14679e-06,4.24035e-07,1,1
0.5739,0.74888,1,0.00234237,0.916292,0.026925,7.61104e-08,9.42648e-07,1.48912e-07,1,1
0.56068,0.71049,1,0.00457976,0.901222,0.0420725,4.32472e-07,1.48588e-06,3.1609e-07,1,1
0.53612,0.67573,1,0.006197,0.849824,0.103256,4.88712e-06,4.38235e-06,7.42946e-07,1,1
0.63597,0.69403,1,0.0420769,0.911749,0.0150118,2.00926e-07,5.94633e-07,2.40113e-07,1,1
0.54799,0.73913,1,0.00147052,0.889164,0.052922,1.97594e-07,1.80264e-06,1.95115e-07,1,1
0.54306,0.67781,1,0.00687327,0.866931,0.0800553,3.26659e-06,3.22886e-06,7.03971e-07,1,1
0.56936,0.62952,1,0.0355329,0.884773,0.0340871,9.23957e-06,2.06705e-06,3.17721e-06,1,1
0.64508,0.60802,1,0.217002,0.839301,0.0097782,2.50981e-06,1.15499e-06,5.64996e-06,1,1
0.65488,0.68453,1,0.0734598,0.894451,0.0140925,2.21959e-07,5.56138e-07,2.45114e-07,1,1
0.62083,0.63199,1,0.093426,0.891791,0.0144423,1.87782e-06,8.89467e-07,2.04422e-06,1,1
0.63232,0.82115,1,0.00196258,0.932544,0.0111722,6.84539e-09,5.01207e-07,4.26485e-08,1,1
0.67509,0.6756,1,0.122596,0.861362,0.0138006,2.42179e-07,5.24228e-07,2.46552e-07,1,1
0.45393,0.85879,1,4.97392e-06,0.402508,0.665864,8.47492e-08,6.29568e-05,2.57394e-08,2,0
0.72559,0.63887,1,0.414171,0.564622,0.0146022,4.55622e-07,5.24272e-07,5.1314e-07,-1,0
0.76759,0.68757,1,0.362805,0.418477,0.0188343,1.37939e-07,2.25585e-07,5.77229e-08,-1,0
0.6706,0.60146,1,0.353826,0.754327,0.00856189,2.00069e-06,1.30873e-06,6.91824e-06,1,1
0.7245,0.74988,1,0.0914456,0.830672,0.0121217,3.6846e-08,4.09746e-07,3.53288e-08,1,1
0.66378,0.65931,1,0.130013,0.865957,0.0135978,4.20948e-07,5.85843e-07,4.60449e-07,1,1
0.55631,0.79797,1,0.000311524,0.905216,0.0319774,1.93275e-08,9.88729e-07,8.58022e-08,1,1
0.70061,0.64841,1,0.269249,0.745896,0.0137234,4.1564e-07,5.46731e-07,4.52162e-07,1,1
0.62307,0.78982,1,0.00344022,0.930629,0.0128562,1.46976e-08,5.53399e-07,6.09223e-08,1,1
0.60263,0.53346,1,0.369999,0.702228,0.00173031,6.1461e-05,1.78999e-05,0.00224873,1,1
0.65836,0.62976,1,0.189164,0.843955,0.0118824,1.06246e-06,7.78498e-07,1.58417e-06,1,1
0.61668,0.62137,1,0.104269,0.886493,0.0137675,2.94885e-06,1.04854e-06,3.45908e-06,1,1
0.58726,0.65331,1,0.0317944,0.906016,0.0248962,1.96301e-06,1.11065e-06,1.19106e-06,1,1
0.60605,0.73112,1,0.00926514,0.924851,0.0176678,8.77349e-08,6.80816e-07,1.55388e-07,1,1
0.52068,0.62622,1,0.0151021,0.756971,0.191442,0.00012462,1.67724e-05,3.26869e-06,1,1
0.54545,0.74847,1,0.00103887,0.886466,0.0544545,1.46754e-07,1.82961e-06,1.68871e-07,1,1
0.60268,0.70688,1,0.0148131,0.9213,0.0194582,2.02559e-07,7.35069e-07,2.52795e-07,1,1
0.65092,0.54231,1,0.587101,0.59851,0.00169104,1.20428e-05,9.50959e-06,0.000904487,-1,0
0.43938,0.66667,1,0.000755951,0.146015,0.925499,0.00238332,0.00111345,1.97125e-07,2,0
0.53964,0.56062,1,0.0899151,0.711966,0.034503,0.000688322,3.59422e-05,0.000136935,1,1
0.69525,0.63846,1,0.288034,0.745912,0.0129474,5.61006e-07,6.25078e-07,7.26802e-07,1,1
0.55583,0.68954,1,0.00691742,0.89156,0.051526,1.19598e-06,1.90914e-06,5.11676e-07,1,1
0.66498,0.66091,1,0.129446,0.865436,0.0136306,3.9735e-07,5.78303e-07,4.30896e-07,1,1
0.52313,0.62304,1,0.0170197,0.765098,0.171426,0.000125534,1.54154e-05,3.76529e-06,1,1
0.78467,0.55266,1,0.961867,0.00692673,0.00638974,2.13208e-06,2.90475e-06,9.26703e-05,0,0
0.5201,0.80331,1,8.9967e-05,0.837712,0.0922473,3.78126e-08,2.797e-06,8.24224e-08,1,1
0.58076,0.5861,1,0.104912,0.853433,0.015287,3.19351e-05,3.58867e-06,3.04386e-05,1,1
0.58229,0.68967,1,0.0131345,0.913483,0.0273959,5.55219e-07,1.0165e-06,4.40127e-07,1,1
0.44644,0.6651,1,0.000989183,0.191613,0.907407,0.00173554,0.000816897,2.63436e-07,2,0
0.58314,0.72723,1,0.00544168,0.919131,0.0245312,1.38255e-07,8.84961e-07,2.00419e-07,1,1
0.47711,0.70269,1,0.000783595,0.505992,0.673392,3.28544e-05,9.77221e-05,2.55673e-07,2,0
0.52434,0.56448,1,0.0647382,0.646436,0.0760561,0.00160701,6.73209e-05,8.12208e-05,1,1
0.67278,0.64142,1,0.198683,0.827355,0.0127058,6.37967e-07,6.52891e-07,8.13888e-07,1,1
0.70342,0.74575,1,0.0669043,0.869635,0.0119402,3.96835e-08,4.60706e-07,4.67315e-08,1,1
0.51439,0.71169,1,0.00139635,0.787403,0.204101,2.48228e-06,9.18151e-06,3.11164e-07,1,1
0.78524,0.75822,1,0.199118,0.552532,0.0145262,3.68097e-08,2.13021e-07,1.56653e-08,-1,0
0.5539,0.64572,1,0.0184675,0.873914,0.0570087,8.71005e-06,2.81875e-06,1.79627e-06,1,1
0.61382,0.79547,1,0.00220026,0.930826,0.0136067,1.29334e-08,5.59435e-07,6.19943e-08,1,1
0.76336,0.63739,1,0.594747,0.238026,0.0184489,4.17441e-07,3.62567e-07,3.58758e-07,-1,0
0.52264,0.67718,1,0.00443273,0.806375,0.172301,8.82939e-06,8.24006e-06,6.93934e-07,1,1
0.49422,0.68423,1,0.00196419,0.643507,0.468737,3.09528e-05,3.98567e-05,4.73781e-07,1,0
0.4583,0.50718,1,0.0342716,0.0452282,0.0430682,0.369466,0.0241986,0.000280599,-1,0
0.56862,0.70046,1,0.00724541,0.906956,0.0356969,5.17321e-07,1.28282e-06,3.75369e-07,1,1
0.56308,0.65763,1,0.0172325,0.891213,0.0437568,3.59513e-06,1.88738e-06,1.18691e-06,1,1
0.6121,0.6867,1,0.0284018,0.917119,0.0180221,3.45226e-07,7.03247e-07,3.6549e-07,1,1
0.78655,0.61301,1,0.817467,0.050708,0.0193665,6.97504e-07,4.44814e-07,1.10605e-06,0,0
0.63823,0.74311,1,0.0164832,0.922613,0.013394,4.82256e-08,5.68636e-07,9.47859e-08,1,1
0.49133,0.7317,1,0.00044721,0.655759,0.427108,3.1264e-06,2.84959e-05,1.81178e-07,1,0
0.65443,0.71815,1,0.0401291,0.908842,0.013424,8.72632e-08,5.4331e-07,1.2049e-07,1,1
0.60621,0.73669,1,0.00814063,0.925499,0.0173679,7.35104e-08,6.72768e-07,1.4143e-07,1,1
0.60287,0.75494,1,0.00468283,0.926911,0.017068,4.32579e-08,6.62511e-07,1.10277e-07,1,1
0.62757,0.60497,1,0.169879,0.861168,0.0103166,3.93809e-06,1.30187e-06,7.7292e-06,1,1
0.77765,0.63278,1,0.683088,0.127311,0.0203227,4.56238e-07,3.19789e-07,3.83239e-07,0,0
0.57623,0.61477,1,0.0545994,0.880582,0.0255965,1.28673e-05,2.13323e-06,6.0193e-06,1,1
0.64313,0.66164,1,0.0860285,0.893055,0.0143521,4.97166e-07,6.27502e-07,5.35401e-07,1,1
0.63943,0.61933,1,0.163094,0.8632,0.0114478,1.96817e-06,9.55327e-07,3.16777e-06,1,1
0.63504,0.71845,1,0.0256314,0.91866,0.0144887,9.83017e-08,5.8411e-07,1.46914e-07,1,1
0.68427,0.68958,1,0.115724,0.857233,0.0137467,1.57893e-07,4.8953e-07,1.55036e-07,1,1
0.6776,0.66489,1,0.150461,0.845756,0.0137,3.1802e-07,5.40342e-07,3.28726e-07,1,1
0.51792,0.70437,1,0.00187705,0.799849,0.184651,2.96994e-06,8.17121e-06,3.66506e-07,1,1
0.64816,0.57727,1,0.37341,0.764649,0.00541042,5.68723e-06,2.63914e-06,4.60656e-05,1,1
0.49144,0.64839,1,0.0048788,0.58303,0.533448,0.000253384,7.14707e-05,1.13372e-06,-1,0
0.76359,0.69611,1,0.316054,0.489199,0.0178345,1.1484e-07,2.38882e-07,5.02147e-08,-1,0
0.5084,0.55509,1,0.0604543,0.496597,0.119972,0.00683847,0.000241248,0.000108215,-1,0
0.56333,0.64688,1,0.0218822,0.887265,0.0428948,5.62914e-06,2.04758e-06,1.68641e-06,1,1
0.71653,0.69203,1,0.18476,0.770412,0.0145783,1.31103e-07,4.02597e-07,1.00018e-07,1,1
0.44781,0.64027,1,0.00189904,0.180887,0.891066,0.00627802,0.000922615,4.69302e-07,2,0
0.64686,0.75641,1,0.0153605,0.922272,0.0124097,3.29261e-08,5.50877e-07,7.24838e-08,1,1
0.67878,0.75197,1,0.0361947,0.902558,0.0116737,3.48564e-08,5.09827e-07,5.58871e-08,1,1
0.61948,0.94249,1,2.94369e-05,0.934544,0.010394,5.358e-10,2.80042e-07,2.692e-08,1,1
0.67164,0.65648,1,0.155055,0.848872,0.0134539,4.22562e-07,5.79079e-07,4.64397e-07,1,1
0.56939,0.6118,1,0.0509493,0.872425,0.0297956,1.90915e-05,2.68394e-06,7.06513e-06,1,1
0.6795,0.65691,1,0.17483,0.831817,0.013513,3.89394e-07,5.60717e-07,4.18862e-07,1,1
0.61622,0.73721,1,0.0105617,0.925616,0.0157545,6.58367e-08,6.2897e-07,1.28121e-07,1,1
0.60177,0.86469,1,0.00018012,0.931263,0.0129421,2.35369e-09,4.28765e-07,3.96917e-08,1,1
0.50548,0.75641,1,0.000284079,0.762323,0.221551,4.66122e-07,9.37118e-06,1.38336e-07,1,1
0.63494,0.81487,1,0.00254389,0.931935,0.0111717,7.95557e-09,5.09806e-07,4.38993e-08,1,1
0.64933,0.68379,1,0.0667044,0.899078,0.0143083,2.38577e-07,5.69481e-07,2.65655e-07,1,1
0.54195,0.63787,1,0.01732,0.845118,0.0851987,2.17343e-05,4.92892e-06,2.36372e-06,1,1
0.54477,0.68185,1,0.00645775,0.871693,0.0746573,2.5345e-06,2.93311e-06,6.34294e-07,1,1
0.48503,0.78123,1,8.10951e-05,0.637875,0.4062,4.12658e-07,2.32248e-05,8.27628e-08,1,0
0.6386,0.79602,1,0.00471025,0.92985,0.0115007,1.24635e-08,5.31607e-07,5.02569e-08,1,1
0.58334,0.72621,1,0.0056157,0.919108,0.024526,1.42801e-07,8.85277e-07,2.03828e-07,1,1
0.66669,0.5762,1,0.480025,0.68687,0.00514098,4.12328e-06,2.77277e-06,4.48873e-05,1,0
0.65083,0.6505,1,0.119169,0.877249,0.0135515,6.32302e-07,6.48783e-07,7.2214e-07,1,1
0.61481,0.75315,1,0.00692069,0.927492,0.0152465,4.15703e-08,6.1752e-07,1.02104e-07,1,1
0.58855,0.68706,1,0.0161948,0.915312,0.0245984,5.30288e-07,9.25347e-07,4.47092e-07,1,1
0.55371,0.63049,1,0.0256292,0.864926,0.0549103,1.7241e-05,3.3726e-06,3.14254e-06,1,1
0.60089,0.73555,1,0.0072257,0.924829,0.0185054,8.08278e-08,7.04489e-07,1.50887e-07,1,1
0.43391,0.65879,1,0.000753408,0.111459,0.931961,0.00496987,0.00144162,1.79971e-07,2,0
0.52243,0.54702,1,0.0912303,0.562885,0.048549,0.00343624,0.000158241,0.000276012,-1,0
0.70966,0.64351,1,0.323915,0.687414,0.013888,4.44061e-07,5.48431e-07,4.99166e-07,1,1
0.58166,0.77074,1,0.00159424,0.92189,0.0216209,3.28378e-08,7.68959e-07,1.04236e-07,1,1
0.58957,0.5212,1,0.359838,0.643038,0.00119869,0.000133811,3.85961e-05,0.006569,1,1
0.64686,0.57136,1,0.400051,0.750102,0.00465378,6.82574e-06,3.22505e-06,7.43903e-05,1,0
0.52488,0.68899,1,0.00339185,0.820496,0.15108,4.43558e-06,6.60314e-06,5.26075e-07,1,1
0.61457,0.61657,1,0.109249,0.883755,0.0134137,3.65211e-06,1.14626e-06,4.47044e-06,1,1
0.56977,0.76395,1,0.00134455,0.914673,0.0275429,4.8532e-08,9.42258e-07,1.2251e-07,1,1
0.66858,0.66923,1,0.120973,0.866836,0.013769,3.03931e-07,5.49582e-07,3.18975e-07,1,1
0.50866,0.57953,1,0.0353469,0.58788,0.206086,0.00250065,9.66516e-05,2.37165e-05,-1,0
0.54523,0.60565,1,0.0373428,0.824302,0.0627267,7.90766e-05,7.14233e-06,9.24628e-06,1,1
0.66987,0.73883,1,0.038156,0.904887,0.0123018,4.82891e-08,5.19586e-07,7.32129e-08,1,1
0.64103,0.5984,1,0.238704,0.831283,0.00859898,3.61748e-06,1.44489e-06,1.05705e-05,1,1
0.68897,0.69601,1,0.113641,0.854136,0.0136686,1.31024e-07,4.75908e-07,1.26854e-07,1,1
0.60563,0.64936,1,0.05051,0.906185,0.018551,1.43043e-06,8.78192e-07,1.17862e-06,1,1
0.63261,0.70877,1,0.029402,0.917258,0.0149718,1.33377e-07,5.94916e-07,1.81367e-07,1,1
0.60279,0.67399,1,0.0296161,0.914528,0.0200738,6.3157e-07,8.01016e-07,5.57104e-07,1,1
0.64832,0.66701,1,0.0868063,0.891263,0.0142272,3.96559e-07,5.99661e-07,4.27842e-07,1,1
0.79326,0.82301,1,0.0972053,0.698666,0.0103151,1.37661e-08,2.74181e-07,9.83938e-09,1,1
0.66184,0.726,1,0.04073,0.906365,0.012937,6.8438e-08,5.3038e-07,9.72221e-08,1,1
0.5799,0.82913,1,0.000254545,0.923342,0.0182971,5.92566e-09,5.83543e-07,5.74929e-08,1,1
0.69346,0.67073,1,0.177225,0.813462,0.0140361,2.44091e-07,4.9014e-07,2.29035e-07,1,1
0.7799,0.80587,1,0.0998377,0.725968,0.0107612,1.64886e-08,2.9714e-07,1.22674e-08,1,1
0.53128,0.79061,1,0.000185121,0.865121,0.0674751,4.34327e-08,2.075e-06,9.67006e-08,1,1
0.58881,0.63987,1,0.0427841,0.901108,0.0231409,3.14653e-06,1.20096e-06,1.90791e-06,1,1
0.57064,0.60114,1,0.0646956,0.863713,0.0254618,2.77236e-05,3.1904e-06,1.23105e-05,1,1
0.61632,0.68817,1,0.0303791,0.916807,0.0172969,3.08345e-07,6.77243e-07,3.38159e-07,1,1
0.41276,0.62981,1,0.000552816,0.0312466,0.914843,0.0620114,0.00270566,7.72294e-08,2,0
0.58879,0.82965,1,0.000341314,0.926995,0.0161659,5.62009e-09,5.4429e-07,5.43945e-08,1,1
0.51323,0.75169,1,0.000398638,0.797847,0.168285,4.069e-07,6.56141e-06,1.54915e-07,1,1
0.56464,0.67276,1,0.0127046,0.897532,0.0417216,1.79856e-06,1.6317e-06,7.57361e-07,1,1
0.70997,0.65626,1,0.273792,0.721111,0.0144383,3.21375e-07,4.84337e-07,3.02567e-07,1,1
0.72186,0.67763,1,0.240762,0.715089,0.0151976,1.81376e-07,3.96341e-07,1.34168e-07,1,1
0.66154,0.7739,1,0.0152654,0.91995,0.0112185,2.11153e-08,5.31034e-07,5.11954e-08,1,1
0.61182,0.61862,1,0.0999953,0.886774,0.014126,3.64536e-06,1.13778e-06,4.11164e-06,1,1
0.62758,0.8564,1,0.000596613,0.934328,0.0107065,3.06671e-09,4.40677e-07,3.49722e-08,1,1
0.46211,0.61062,1,0.00593045,0.253351,0.786356,0.0126311,0.000660833,1.77569e-06,2,0
0.57413,0.72379,1,0.0046404,0.914056,0.0293838,1.86154e-07,1.03982e-06,2.26813e-07,1,1
0.65989,0.56778,1,0.493378,0.684506,0.00410017,5.73069e-06,3.69293e-06,9.31349e-05,1,0
0.61501,0.6201,1,0.103378,0.886401,0.0138376,3.20354e-06,1.08246e-06,3.72991e-06,1,1
0.63243,0.55408,1,0.419943,0.731863,0.0028924,1.48279e-05,6.1898e-06,0.000342512,1,0
0.5696,0.72503,1,0.00396688,0.911099,0.0322015,1.9619e-07,1.12972e-06,2.27856e-07,1,1
0.65024,0.77885,1,0.0100776,0.925067,0.0114621,1.88144e-08,5.37919e-07,5.38983e-08,1,1
0.56044,0.66893,1,0.0126084,0.891906,0.0469887,2.4461e-06,1.88463e-06,8.57735e-07,1,1
0.46193,0.58491,1,0.0103457,0.206461,0.694462,0.042997,0.00107054,4.43427e-06,2,0
0.55118,0.69787,1,0.00499713,0.886868,0.0576361,9.85003e-07,2.10424e-06,4.28679e-07,1,1
0.7115,0.73637,1,0.0900357,0.846482,0.0125046,4.8563e-08,4.33776e-07,4.84122e-08,1,1
0.66242,0.69391,1,0.0726228,0.891748,0.0137877,1.60753e-07,5.33183e-07,1.80025e-07,1,1
0.59284,0.6085,1,0.0844249,0.882004,0.0167265,9.03686e-06,1.70411e-06,7.79124e-06,1,1
0.67678,0.6056,1,0.361684,0.740549,0.00915278,1.64337e-06,1.17904e-06,5.03946e-06,1,1
0.65102,0.6955,1,0.0563117,0.902856,0.0141138,1.67556e-07,5.56229e-07,1.97193e-07,1,1
0.41483,0.87616,1,2.72757e-06,0.0992798,0.94334,3.835e-07,0.000773078,9.25664e-09,2,0
0.68478,0.74472,1,0.0470661,0.893636,0.0119164,4.09715e-08,4.97288e-07,5.77112e-08,1,1
0.50902,0.78915,1,0.000107516,0.792273,0.154818,9.77491e-08,5.3912e-06,9.20593e-08,1,1
0.48854,0.73989,1,0.000325444,0.638922,0.448796,2.4276e-06,3.09139e-05,1.53692e-07,1,0
0.53085,0.69443,1,0.00335635,0.842107,0.117492,2.58783e-06,4.75209e-06,4.70711e-07,1,1
0.61276,0.53932,1,0.39288,0.715245,0.00194228,3.75977e-05,1.2454e-05,0.0013298,1,1
0.49935,0.70567,1,0.00118232,0.697826,0.368579,7.46248e-06,2.30933e-05,3.16061e-07,1,1
0.56763,0.59922,1,0.0637101,0.858387,0.0270679,3.41487e-05,3.62767e-06,1.36889e-05,1,1
0.59192,0.65134,1,0.0365043,0.906494,0.022816,1.86339e-06,1.0412e-06,1.23037e-06,1,1
0.79463,0.838,1,0.0802794,0.726942,0.00959354,1.12416e-08,2.90618e-07,9.2577e-09,1,1
0.57407,0.61682,1,0.0503041,0.880519,0.0275384,1.28963e-05,2.1779e-06,5.48914e-06,1,1
