I-0,I-1,Desired,O-0,Actual,Correct
0.496,0.892,1,0.289826,0,0
0.764,0.457,1,0.776478,1,1
0.98,0.913,0,0.0882957,0,1
0.954,0.481,0,0.231998,0,1
0.316,0.383,1,0.947442,1,1
0.871,0.413,1,0.379359,0,0
0.483,0.809,1,0.551422,-1,0
0.899,0.819,0,0.166767,0,1
0.174,0.285,1,0.390144,0,0
0.686,0.956,0,0.174068,0,1
0.553,0.0751,0,0.351721,0,1
0.233,0.604,1,0.879281,1,1
0.394,0.566,1,0.969544,1,1
0.71,0.886,0,0.235202,0,1
0.563,0.814,1,0.491144,-1,0
0.91,0.824,0,0.151396,0,1
0.814,0.822,0,0.261947,0,1
0.0373,0.402,0,0.0383709,0,1
0.679,0.735,1,0.682734,1,1
0.972,0.271,0,0.229142,0,1
0.695,0.757,1,0.586441,-1,0
0.235,0.000333,0,0.0657827,0,1
0.623,0.355,1,0.899551,1,1
0.127,0.121,0,0.0406699,0,1
0.303,0.902,0,0.245754,0,1
0.219,0.411,1,0.811551,1,1
0.885,0.218,0,0.251317,0,1
0.947,0.01,0,0.224643,0,1
0.0979,0.209,0,0.0437245,0,1
0.264,0.647,1,0.890457,1,1
0.841,0.356,1,0.380086,0,0
0.535,0.0259,0,0.264471,0,1
0.159,0.3,1,0.328846,0,0
0.909,0.201,0,0.240628,0,1
0.817,0.965,0,0.146245,0,1
0.0169,0.976,0,0.00618769,0,1
0.379,0.523,1,0.972444,1,1
0.232,0.195,0,0.527588,-1,0
0.581,0.346,1,0.93083,1,1
0.323,0.117,0,0.621579,1,0
0.427,0.397,1,0.975423,1,1
0.429,0.644,1,0.946035,1,1
0.922,0.639,0,0.255069,0,1
0.528,0.3,1,0.930993,1,1
0.242,0.647,1,0.866059,1,1
0.235,0.572,1,0.890719,1,1
0.683,0.347,1,0.779855,1,1
0.041,0.859,0,0.025752,0,1
0.223,0.697,1,0.771359,1,1
0.875,0.854,0,0.170701,0,1
0.338,0.456,1,0.965026,1,1
0.117,0.341,0,0.179811,0,1
0.213,0.144,0,0.295883,0,1
0.885,0.469,1,0.393055,0,0
0.216,0.738,1,0.66033,1,1
0.975,0.219,0,0.228089,0,1
0.733,0.46,1,0.851484,1,1
0.28,0.275,1,0.851216,1,1
0.152,0.367,1,0.404014,-1,0
0.625,0.918,0,0.219527,0,1
0.468,0.766,1,0.719799,1,1
0.0458,0.0788,0,0.00509925,0,1
0.375,0.78,1,0.681833,1,1
0.827,0.375,1,0.436832,-1,0
0.601,0.962,0,0.181003,0,1
0.219,0.981,0,0.0999472,0,1
0.629,0.989,0,0.161469,0,1
0.424,0.79,1,0.643099,1,1
0.428,0.568,1,0.971758,1,1
0.418,0.659,1,0.935352,1,1
0.255,0.775,1,0.614076,1,1
0.75,0.686,1,0.728792,1,1
0.238,0.954,0,0.130748,0,1
0.484,0.836,1,0.450522,-1,0
0.473,0.772,1,0.696891,1,1
0.42,0.623,1,0.956282,1,1
0.45,0.134,1,0.69703,1,1
0.913,0.991,0,0.119047,0,1
0.504,0.26,1,0.909617,1,1
0.0682,0.559,0,0.179684,0,1
0.893,0.316,0,0.278841,0,1
0.429,0.564,1,0.972445,1,1
0.73,0.606,1,0.880506,1,1
0.859,0.734,0,0.340409,0,1
0.697,0.583,1,0.922106,1,1
0.149,0.986,0,0.0538957,0,1
0.486,0.828,1,0.478396,-1,0
0.0677,0.972,0,0.0176953,0,1
0.229,0.032,0,0.102494,0,1
0.9,0.0438,0,0.226412,0,1
0.553,0.69,1,0.883901,1,1
0.0683,0.672,0,0.190332,0,1
0.623,0.488,1,0.962671,1,1
0.749,0.31,1,0.511009,-1,0
0.217,0.52,1,0.858869,1,1
0.493,0.856,1,0.38231,0,0
0.364,0.939,0,0.206257,0,1
0.767,0.582,1,0.839908,1,1
0.694,0.128,0,0.304429,0,1
0.886,0.0172,0,0.224908,0,1
0.551,0.364,1,0.956347,1,1
0.212,0.385,1,0.763186,1,1
0.333,0.133,0,0.694674,1,0
0.546,0.485,1,0.976402,1,1
0.919,0.608,0,0.286993,0,1
0.853,0.672,1,0.479326,-1,0
0.101,0.274,0,0.0776425,0,1
0.745,0.356,1,0.629121,1,1
0.21,0.511,1,0.840443,1,1
0.436,0.937,0,0.217557,0,1
0.963,0.855,0,0.09478,0,1
0.684,0.476,1,0.927621,1,1
0.694,0.761,1,0.573252,-1,0
0.568,0.443,1,0.970909,1,1
0.478,0.426,1,0.978061,1,1
0.684,0.365,1,0.812996,1,1
0.225,0.62,1,0.859495,1,1
0.738,0.207,1,0.351606,0,0
0.961,0.71,0,0.113518,0,1
0.067,0.95,0,0.0197322,0,1
0.836,0.677,1,0.530168,-1,0
0.217,0.683,1,0.782784,1,1
0.877,0.894,0,0.150067,0,1
0.637,0.694,1,0.836169,1,1
0.706,0.0822,0,0.260373,0,1
0.934,0.126,0,0.229623,0,1
0.481,0.182,1,0.798492,1,1
0.66,0.155,1,0.377309,0,0
0.00647,0.28,0,0.00863777,0,1
0.404,0.796,1,0.622262,1,1
0.242,0.209,1,0.613004,1,1
0.494,0.444,1,0.978539,1,1
0.667,0.592,1,0.935585,1,1
0.108,0.659,0,0.384075,0,1
0.962,0.39,0,0.232411,0,1
0.498,0.503,1,0.978755,1,1
0.527,0.131,1,0.554831,-1,0
0.654,0.93,0,0.200434,0,1
0.44,0.963,0,0.187897,0,1
0.637,0.252,1,0.663048,1,1
0.198,0.536,1,0.814735,1,1
0.0894,0.851,0,0.0709928,0,1
0.785,0.883,0,0.205863,0,1
0.119,0.727,0,0.343492,0,1
0.856,0.455,1,0.469944,-1,0
0.228,0.663,1,0.82973,1,1
0.812,0.496,1,0.68297,1,1
0.702,0.123,0,0.293793,0,1
0.35,0.235,1,0.903046,1,1
0.468,0.857,1,0.386137,0,0
0.861,0.231,0,0.266068,0,1
0.0306,0.269,0,0.0136751,0,1
0.403,0.801,1,0.602795,1,1
0.931,0.476,0,0.277273,0,1
0.619,0.949,0,0.189155,0,1
0.119,0.447,1,0.326401,0,0
0.295,0.588,1,0.939842,1,1
0.00491,0.89,0,0.00850255,0,1
0.901,0.244,0,0.25116,0,1
0.017,0.49,0,0.0386918,0,1
0.209,0.496,1,0.83275,1,1
0.339,0.263,1,0.916836,1,1
0.62,0.301,1,0.82266,1,1
0.562,0.2,1,0.699828,1,1
0.348,0.0915,0,0.556439,-1,0
0.168,0.528,1,0.700844,1,1
0.771,0.471,1,0.777217,1,1
0.581,0.339,1,0.925372,1,1
0.372,0.583,1,0.96366,1,1
0.476,0.96,0,0.191378,0,1
0.293,0.785,1,0.623445,1,1
0.209,0.0206,0,0.0621402,0,1
0.0952,0.626,0,0.329087,0,1
0.678,0.54,1,0.942073,1,1
0.996,0.431,0,0.193912,0,1
0.128,0.849,0,0.129643,0,1
0.792,0.39,1,0.562358,-1,0
0.209,0.907,0,0.158375,0,1
0.991,0.754,0,0.0657186,0,1
0.894,0.652,0,0.347823,0,1
0.659,0.385,1,0.887077,1,1
0.607,0.174,1,0.516599,-1,0
0.375,0.24,1,0.918887,1,1
0.811,0.383,1,0.492499,-1,0
0.111,0.612,0,0.418464,-1,0
0.0157,0.863,0,0.0141609,0,1
0.96,0.54,0,0.200436,0,1
0.516,0.692,1,0.890807,1,1
0.275,0.815,1,0.488724,-1,0
0.666,0.0879,0,0.282671,0,1
0.355,0.538,1,0.967393,1,1
0.159,0.859,0,0.166953,0,1
0.991,0.821,0,0.0685377,0,1
0.967,0.528,0,0.191916,0,1
0.981,0.63,0,0.110376,0,1
0.361,0.656,1,0.930871,1,1
0.957,0.751,0,0.109036,0,1
0.982,0.431,0,0.206885,0,1
0.928,0.858,0,0.124046,0,1
0.587,0.841,1,0.387659,0,0
0.549,0.954,0,0.192992,0,1
0.551,0.956,0,0.190985,0,1
0.167,0.525,1,0.694472,1,1
0.422,0.491,1,0.977882,1,1
0.383,0.463,1,0.974408,1,1
0.638,0.0212,0,0.235796,0,1
0.998,0.0525,0,0.225089,0,1
0.723,0.114,0,0.274444,0,1
0.987,0.588,0,0.122882,0,1
0.168,0.0881,0,0.0713454,0,1
0.98,0.4,0,0.215916,0,1
0.865,0.209,0,0.256617,0,1
0.568,0.0487,0,0.288568,0,1
0.116,0.836,0,0.126567,0,1
0.2,0.354,1,0.669619,1,1
0.734,0.53,1,0.892826,1,1
0.936,0.184,0,0.233204,0,1
0.738,0.164,0,0.304849,0,1
0.587,0.308,1,0.886453,1,1
0.0834,0.222,0,0.0340166,0,1
0.169,0.639,1,0.698603,1,1
0.695,0.334,1,0.71971,1,1
0.441,0.548,1,0.975091,1,1
0.282,0.228,1,0.79758,1,1
0.343,0.786,1,0.651694,1,1
0.392,0.0159,0,0.259327,0,1
0.319,0.393,1,0.950996,1,1
0.584,0.761,1,0.676579,1,1
0.585,0.504,1,0.971707,1,1
0.393,0.355,1,0.967337,1,1
0.473,0.627,1,0.95519,1,1
0.631,0.972,0,0.170927,0,1
0.23,0.991,0,0.101461,0,1
0.647,0.227,1,0.567545,-1,0
0.868,0.865,0,0.169732,0,1
0.271,0.275,1,0.831121,1,1
0.0738,0.55,0,0.197475,0,1
0.738,0.649,1,0.822944,1,1
0.296,0.181,1,0.746672,1,1
0.0685,0.816,0,0.0707545,0,1
0.87,0.596,1,0.497133,-1,0
0.205,0.223,0,0.44484,-1,0
0.945,0.273,0,0.238244,0,1
0.963,0.92,0,0.0986602,0,1
0.839,0.456,1,0.528761,-1,0
0.513,0.744,1,0.77415,1,1
0.63,0.449,1,0.95298,1,1
0.27,0.967,0,0.139255,0,1
0.479,0.351,1,0.968057,1,1
0.249,0.558,1,0.910193,1,1
0.0674,0.838,0,0.0548242,0,1
0.974,0.581,0,0.149838,0,1
0.344,0.507,1,0.966925,1,1
0.676,0.891,0,0.240824,0,1
0.757,0.708,1,0.65557,1,1
0.563,0.194,1,0.679633,1,1
0.336,0.0134,0,0.213479,0,1
0.642,0.95,0,0.185015,0,1
0.0886,0.734,0,0.209817,0,1
0.0236,0.0391,0,0.00266032,0,1
0.609,0.0788,0,0.308777,0,1
0.333,0.157,1,0.763307,1,1
0.644,0.288,1,0.740143,1,1
0.687,0.131,0,0.313331,0,1
0.819,0.965,0,0.145814,0,1
0.571,0.62,1,0.949595,1,1
0.374,0.304,1,0.951652,1,1
0.726,0.671,1,0.799955,1,1
0.225,0.899,0,0.187644,0,1
0.541,0.348,1,0.953375,1,1
0.412,0.844,1,0.438198,-1,0
0.338,0.905,0,0.255728,0,1
0.709,0.343,1,0.702646,1,1
0.917,0.816,0,0.146393,0,1
0.288,0.501,1,0.944704,1,1
0.347,0.742,1,0.795277,1,1
0.852,0.086,0,0.233042,0,1
0.355,0.598,1,0.957013,1,1
0.615,0.325,1,0.87204,1,1
0.444,0.752,1,0.771601,1,1
0.438,0.825,1,0.50415,-1,0
0.331,0.621,1,0.943022,1,1
0.294,0.776,1,0.657419,1,1
0.633,0.737,1,0.721381,1,1
0.44,0.293,1,0.953656,1,1
0.989,0.143,0,0.225965,0,1
0.411,0.848,1,0.424384,-1,0
0.938,0.589,0,0.233818,0,1
0.498,0.618,1,0.958278,1,1
0.951,0.216,0,0.232549,0,1
0.513,0.376,1,0.969126,1,1
0.513,0.992,0,0.165842,0,1
0.634,0.331,1,0.850974,1,1
0.844,0.177,0,0.254545,0,1
0.268,0.207,1,0.717272,1,1
0.914,0.905,0,0.126369,0,1
0.4,0.743,1,0.801285,1,1
0.341,0.452,1,0.965713,1,1
0.108,0.117,0,0.0253739,0,1
0.564,0.418,1,0.967825,1,1
0.831,0.157,0,0.252527,0,1
0.486,0.282,1,0.938251,1,1
0.606,0.482,1,0.966821,1,1
0.00935,0.537,0,0.0399633,0,1
0.465,0.68,1,0.914665,1,1
0.331,0.932,0,0.206439,0,1
0.00806,0.362,0,0.0147462,0,1
0.64,0.56,1,0.955237,1,1
0.753,0.386,1,0.67432,1,1
0.855,0.766,0,0.292903,0,1
0.139,0.693,0,0.499516,-1,0
0.417,0.0642,0,0.448033,-1,0
0.0961,0.531,0,0.291622,0,1
0.513,0.947,0,0.203023,0,1
0.115,0.53,1,0.400766,-1,0
0.837,0.000187,0,0.223327,0,1
0.839,0.481,1,0.56451,-1,0
0.269,0.817,1,0.47394,-1,0
0.379,0.47,1,0.97392,1,1
0.95,0.422,0,0.243994,0,1
0.8,0.191,0,0.281334,0,1
0.264,0.399,1,0.903047,1,1
0.491,0.913,0,0.251086,0,1
0.139,0.122,0,0.0540529,0,1
0.961,0.521,0,0.20659,0,1
0.522,0.981,0,0.172874,0,1
0.271,0.176,1,0.655878,1,1
0.111,0.986,0,0.0334488,0,1
0.412,0.772,1,0.710922,1,1
0.873,0.0904,0,0.231735,0,1
0.303,0.437,1,0.948765,1,1
0.335,0.663,1,0.918599,1,1
0.548,0.379,1,0.962424,1,1
0.257,0.128,0,0.451182,-1,0
0.581,0.104,0,0.384576,0,1
0.29,0.567,1,0.941628,1,1
0.797,0.71,1,0.562898,-1,0
0.891,0.212,0,0.247825,0,1
0.584,0.0832,0,0.337741,0,1
0.878,0.783,0,0.22648,0,1
0.392,0.0458,0,0.374357,0,1
0.97,0.412,0,0.222748,0,1
0.628,0.419,1,0.942976,1,1
0.741,0.941,0,0.173675,0,1
0.222,0.894,0,0.193054,0,1
0.0303,0.615,0,0.0841931,0,1
0.204,0.814,0,0.374052,0,1
0.938,0.307,0,0.244997,0,1
0.935,0.332,0,0.250323,0,1
0.234,0.364,1,0.818065,1,1
0.785,0.0116,0,0.224621,0,1
0.096,0.463,0,0.223713,0,1
0.766,0.3,1,0.450082,-1,0
0.303,0.153,0,0.694012,1,0
0.79,0.976,0,0.147784,0,1
0.652,0.566,1,0.950005,1,1
0.464,0.921,0,0.240476,0,1
0.717,0.293,1,0.555656,-1,0
0.777,0.673,1,0.706448,1,1
0.697,0.88,0,0.249073,0,1
0.173,0.153,0,0.1541,0,1
0.172,0.132,0,0.123853,0,1
0.205,0.442,1,0.789497,1,1
0.121,0.482,1,0.384424,0,0
0.173,0.205,0,0.235265,0,1
0.282,0.241,1,0.816288,1,1
0.618,0.85,1,0.346556,0,0
0.102,0.949,0,0.0358843,0,1
0.671,0.34,1,0.79344,1,1
0.0972,0.0434,0,0.00989399,0,1
0.702,0.101,0,0.275223,0,1
0.642,0.0665,0,0.273679,0,1
0.177,0.35,1,0.531644,-1,0
0.0948,0.54,0,0.2921,0,1
0.809,0.67,1,0.631055,1,1
0.983,0.969,0,0.0943614,0,1
0.0514,0.755,0,0.0884822,0,1
0.777,0.0958,0,0.246707,0,1
0.586,0.306,1,0.885028,1,1
0.444,0.379,1,0.974111,1,1
0.454,0.2,1,0.86308,1,1
0.978,0.317,0,0.226093,0,1
0.187,0.396,1,0.662289,1,1
0.43,0.301,1,0.957121,1,1
0.788,0.501,1,0.765412,1,1
0.37,0.913,0,0.249069,0,1
0.782,0.988,0,0.145172,0,1
0.274,0.662,1,0.886412,1,1
0.682,0.503,1,0.937075,1,1
0.86,0.893,0,0.159924,0,1
0.413,0.88,1,0.327358,0,0
0.225,0.0504,0,0.126834,0,1
0.97,0.0294,0,0.22505,0,1
0.854,0.7,0,0.421831,-1,0
0.0576,0.959,0,0.0156741,0,1
0.893,0.67,0,0.3309,0,1
0.474,0.711,1,0.866684,1,1
0.881,0.728,0,0.290787,0,1
0.847,0.908,0,0.159195,0,1
0.0308,0.289,0,0.015669,0,1
0.908,0.0394,0,0.226008,0,1
0.979,0.811,0,0.0784546,0,1
0.802,0.0168,0,0.225343,0,1
0.152,0.0668,0,0.0396414,0,1
0.082,0.916,0,0.0331016,0,1
0.263,0.371,1,0.888803,1,1
0.626,0.602,1,0.94627,1,1
0.431,0.72,1,0.854407,1,1
0.76,0.449,1,0.775152,1,1
0.805,0.453,1,0.642363,1,1
0.485,0.734,1,0.812247,1,1
0.294,0.518,1,0.948184,1,1
0.25,0.0569,0,0.19844,0,1
0.14,0.655,1,0.555772,-1,0
0.749,0.309,1,0.508825,-1,0
0.313,0.431,1,0.953443,1,1
0.364,0.216,1,0.892357,1,1
0.686,0.324,1,0.719904,1,1
0.735,0.426,1,0.802259,1,1
0.452,0.58,1,0.970376,1,1
0.0865,0.725,0,0.213972,0,1
0.289,0.507,1,0.945413,1,1
0.625,0.656,1,0.904945,1,1
0.797,0.508,1,0.745715,1,1
0.741,0.219,1,0.363546,0,0
0.132,0.861,0,0.120108,0,1
0.826,0.819,0,0.253319,0,1
0.963,0.452,0,0.223867,0,1
0.672,0.325,1,0.758536,1,1
0.095,0.443,0,0.198458,0,1
0.33,0.378,1,0.953684,1,1
0.394,0.9,0,0.278797,0,1
0.517,0.0986,0,0.464132,-1,0
0.781,0.154,0,0.270796,0,1
0.252,0.00498,0,0.0898225,0,1
0.0264,0.583,0,0.0718578,0,1
0.0306,0.961,0,0.00895791,0,1
0.882,0.408,1,0.350542,0,0
0.153,0.129,0,0.0795118,0,1
0.395,0.446,1,0.975525,1,1
0.396,0.899,0,0.281147,0,1
0.44,0.219,1,0.898285,1,1
0.116,0.656,0,0.429282,-1,0
0.981,0.963,0,0.0944259,0,1
0.976,0.868,0,0.0855392,0,1
0.449,0.886,1,0.310332,0,0
0.85,0.486,1,0.529954,-1,0
0.889,0.912,0,0.138106,0,1
0.531,0.686,1,0.896296,1,1
0.247,0.804,1,0.492553,-1,0
0.151,0.357,1,0.380601,0,0
0.601,0.248,1,0.742393,1,1
0.179,0.92,0,0.112357,0,1
0.512,0.334,1,0.956973,1,1
0.443,0.595,1,0.966641,1,1
0.245,0.228,1,0.668995,1,1
0.759,0.228,1,0.351232,0,0
0.969,0.397,0,0.225655,0,1
0.408,0.673,1,0.922698,1,1
0.38,0.529,1,0.97215,1,1
0.628,0.953,0,0.184643,0,1
0.654,0.99,0,0.158862,0,1
0.0889,0.636,0,0.294597,0,1
0.708,0.27,1,0.523503,-1,0
0.418,0.283,1,0.95002,1,1
0.846,0.0793,0,0.232608,0,1
0.108,0.271,0,0.0901132,0,1
0.813,0.752,0,0.409838,-1,0
0.11,0.0728,0,0.0173081,0,1
0.676,0.443,1,0.917954,1,1
0.851,0.644,1,0.532704,-1,0
0.742,0.208,1,0.347896,0,0
0.558,0.053,0,0.302069,0,1
0.0674,0.179,0,0.0168107,0,1
0.141,0.961,0,0.056352,0,1
0.223,0.428,1,0.835172,1,1
0.187,0.856,0,0.221103,0,1
0.969,0.986,0,0.101676,0,1
0.445,0.175,1,0.820011,1,1
0.849,0.667,1,0.503203,-1,0
0.319,0.607,1,0.94443,1,1
0.262,0.947,0,0.153124,0,1
0.283,0.876,0,0.292816,0,1
0.0491,0.593,0,0.126971,0,1
0.974,0.568,0,0.157311,0,1
0.807,0.586,1,0.742633,1,1
0.857,0.0377,0,0.226922,0,1
0.272,0.739,1,0.751644,1,1
0.444,0.284,1,0.949273,1,1
0.403,0.736,1,0.8193,1,1
0.797,0.767,0,0.401487,-1,0
0.215,0.459,1,0.831634,1,1
0.906,0.633,0,0.31869,0,1
0.242,0.321,1,0.800379,1,1
0.63,0.119,0,0.353306,0,1
0.513,0.965,0,0.185679,0,1
0.809,0.333,1,0.41346,-1,0
0.993,0.849,0,0.070408,0,1
0.205,0.561,1,0.835746,1,1
0.696,0.859,0,0.28548,0,1
0.242,0.116,0,0.347518,0,1
0.47,0.823,1,0.502714,-1,0
0.421,0.468,1,0.978065,1,1
0.769,0.644,1,0.778831,1,1
0.528,0.711,1,0.852903,1,1
0.825,0.194,0,0.269031,0,1
0.0726,0.16,0,0.0163517,0,1
0.549,0.119,1,0.474359,-1,0
0.576,0.936,0,0.20786,0,1
0.795,0.205,0,0.29373,0,1
0.189,0.895,0,0.152716,0,1
0.258,0.88,0,0.260382,0,1
0.911,0.299,0,0.259466,0,1
0.399,0.733,1,0.826457,1,1
0.794,0.719,1,0.544385,-1,0
0.845,0.31,1,0.32664,0,0
0.381,0.00664,0,0.224383,0,1
0.461,0.285,1,0.947132,1,1
0.535,0.612,1,0.958081,1,1
0.237,0.365,1,0.827581,1,1
0.264,0.191,1,0.666512,1,1
0.98,0.0669,0,0.225543,0,1
0.345,0.0866,0,0.531601,-1,0
0.44,0.553,1,0.974452,1,1
0.797,0.943,0,0.159516,0,1
0.16,0.0126,0,0.0228493,0,1
0.702,0.0409,0,0.238533,0,1
0.579,0.169,1,0.565152,-1,0
0.16,0.0424,0,0.0344541,0,1
0.0948,0.0259,0,0.00788718,0,1
0.744,0.0762,0,0.246562,0,1
0.242,0.648,1,0.865223,1,1
0.313,0.0161,0,0.195764,0,1
0.806,0.843,0,0.239011,0,1
0.554,0.883,1,0.294669,0,0
0.995,0.113,0,0.225509,0,1
0.118,0.434,1,0.303068,0,0
0.0428,0.0463,0,0.00379222,0,1
0.618,0.0984,0,0.331615,0,1
0.623,0.916,0,0.222417,0,1
0.731,0.169,0,0.315599,0,1
0.361,0.422,1,0.968959,1,1
0.396,0.619,1,0.956065,1,1
0.916,0.804,0,0.152644,0,1
0.0183,0.687,0,0.0599056,0,1
0.926,0.232,0,0.240201,0,1
0.44,0.414,1,0.977217,1,1
0.888,0.712,0,0.292997,0,1
0.244,0.381,1,0.857216,1,1
0.838,0.584,1,0.635791,1,1
0.0835,0.45,0,0.159147,0,1
0.296,0.409,1,0.939579,1,1
0.451,0.19,1,0.846912,1,1
0.408,0.299,1,0.955695,1,1
0.724,0.945,0,0.174601,0,1
0.903,0.876,0,0.139506,0,1
0.708,0.715,1,0.711833,1,1
0.713,0.233,1,0.432455,-1,0
0.325,0.933,0,0.202745,0,1
0.132,0.916,0,0.0702702,0,1
0.319,0.391,1,0.95064,1,1
0.213,0.55,1,0.853791,1,1
0.216,0.321,1,0.698629,1,1
0.211,0.586,1,0.846391,1,1
0.291,0.065,0,0.333273,0,1
0.677,0.2,1,0.4352,-1,0
0.631,0.694,1,0.840122,1,1
0.788,0.477,1,0.73628,1,1
0.931,0.318,0,0.250748,0,1
0.91,0.444,0,0.314207,0,1
0.922,0.33,0,0.259474,0,1
0.193,0.204,0,0.333771,0,1
0.688,0.089,0,0.272505,0,1
0.64,0.728,1,0.744176,1,1
0.801,0.639,1,0.711038,1,1
0.935,0.745,0,0.148501,0,1
0.527,0.0837,0,0.403917,-1,0
0.568,0.653,1,0.926519,1,1
0.687,0.466,1,0.920354,1,1
0.455,0.26,1,0.932881,1,1
0.177,0.575,1,0.751434,1,1
0.942,0.754,0,0.132345,0,1
0.0583,0.844,0,0.0430402,0,1
0.481,0.853,1,0.395078,0,0
0.571,0.928,0,0.217818,0,1
0.339,0.835,1,0.460165,-1,0
0.42,0.664,1,0.931405,1,1
0.643,0.421,1,0.933681,1,1
0.439,0.136,1,0.716249,1,1
0.516,0.349,1,0.961368,1,1
0.293,0.795,1,0.585319,-1,0
0.764,0.22,1,0.335862,0,0
0.25,0.649,1,0.874275,1,1
0.0996,0.716,0,0.278315,0,1
0.225,0.35,1,0.774248,1,1
0.749,0.283,1,0.455145,-1,0
0.855,0.54,1,0.559003,-1,0
0.858,0.426,1,0.427214,-1,0
0.212,0.345,1,0.714681,1,1
0.0318,0.334,0,0.0215697,0,1
0.925,0.907,0,0.119927,0,1
0.0576,0.538,0,0.13163,0,1
0.324,0.673,1,0.905418,1,1
0.321,0.0857,0,0.489946,-1,0
0.587,0.044,0,0.272209,0,1
0.74,0.389,1,0.719342,1,1
0.637,0.00536,0,0.224978,0,1
0.382,0.274,1,0.941683,1,1
0.0514,0.749,0,0.0925731,0,1
0.753,0.792,1,0.397994,0,0
0.813,0.687,1,0.580341,-1,0
0.448,0.272,1,0.942314,1,1
0.321,0.776,1,0.677603,1,1
0.702,0.159,1,0.332425,0,0
0.566,0.395,1,0.961832,1,1
0.749,0.852,0,0.267004,0,1
0.692,0.878,0,0.254257,0,1
0.152,0.695,1,0.554676,-1,0
0.537,0.646,1,0.938337,1,1
0.12,0.691,0,0.410534,-1,0
0.824,0.654,1,0.61565,1,1
0.576,0.421,1,0.965465,1,1
0.234,0.608,1,0.879091,1,1
0.46,0.69,1,0.902532,1,1
0.814,0.985,0,0.141009,0,1
0.75,0.68,1,0.74338,1,1
0.68,0.0935,0,0.280281,0,1
0.0373,0.274,0,0.0164812,0,1
0.84,0.781,0,0.295085,0,1
0.535,0.245,1,0.857517,1,1
0.376,0.593,1,0.961904,1,1
0.99,0.982,0,0.0933279,0,1
0.488,0.957,0,0.194049,0,1
0.964,0.256,0,0.231188,0,1
0.56,0.476,1,0.974701,1,1
0.33,0.6,1,0.95028,1,1
0.797,0.617,1,0.749573,1,1
0.747,0.554,1,0.877488,1,1
0.316,0.689,1,0.883537,1,1
0.508,0.401,1,0.973983,1,1
0.242,0.609,1,0.889301,1,1
0.191,0.923,0,0.121165,0,1
0.723,0.659,1,0.826297,1,1
0.979,0.864,0,0.0828769,0,1
0.137,0.634,1,0.556897,-1,0
0.996,0.563,0,0.124103,0,1
0.84,0.842,0,0.210869,0,1
0.293,0.717,1,0.823357,1,1
0.255,0.812,1,0.474322,-1,0
0.646,0.174,1,0.437333,-1,0
0.515,0.0582,0,0.346469,0,1
0.00601,0.546,0,0.0381431,0,1
0.584,0.049,0,0.280611,0,1
0.488,0.666,1,0.927374,1,1
0.79,0.442,1,0.672877,1,1
0.785,0.923,0,0.173806,0,1
0.389,0.454,1,0.975025,1,1
0.521,0.703,1,0.870848,1,1
0.221,0.152,0,0.354704,0,1
0.0594,0.385,0,0.0597781,0,1
0.636,0.0856,0,0.29863,0,1
0.874,0.794,0,0.221052,0,1
0.328,0.198,1,0.838538,1,1
0.0986,0.637,0,0.345121,0,1
0.521,0.198,1,0.777607,1,1
0.108,0.666,0,0.378382,0,1
0.55,0.114,1,0.45772,-1,0
0.445,0.205,1,0.876758,1,1
0.236,0.81,0,0.451508,-1,0
0.588,0.0748,0,0.3189,0,1
0.967,0.411,0,0.225826,0,1
0.889,0.951,0,0.130125,0,1
0.952,0.8,0,0.107635,0,1
0.108,0.161,0,0.0375247,0,1
0.0198,0.252,0,0.00965729,0,1
0.892,0.498,1,0.390458,0,0
0.396,0.0138,0,0.253533,0,1
0.212,0.774,1,0.534101,-1,0
0.767,0.444,1,0.747589,1,1
0.951,0.0897,0,0.226965,0,1
0.751,0.222,1,0.354103,0,0
0.457,0.592,1,0.967692,1,1
0.592,0.485,1,0.970074,1,1
0.677,0.129,0,0.3197,0,1
0.0128,0.692,0,0.0516699,0,1
0.531,0.0609,0,0.339306,0,1
0.919,0.0751,0,0.22766,0,1
0.233,0.162,0,0.443038,-1,0
0.685,0.096,0,0.27982,0,1
0.719,0.879,0,0.241165,0,1
0.834,0.925,0,0.156631,0,1
0.889,0.743,0,0.250399,0,1
0.592,0.297,1,0.863514,1,1
0.264,0.924,0,0.182633,0,1
0.685,0.461,1,0.919666,1,1
0.443,0.251,1,0.929018,1,1
0.0858,0.936,0,0.0302329,0,1
0.404,0.706,1,0.880352,1,1
0.102,0.268,0,0.0761173,0,1
0.841,0.999,0,0.133369,0,1
0.436,0.973,0,0.178545,0,1
0.857,0.222,0,0.264687,0,1
0.0477,0.251,0,0.0179378,0,1
0.331,0.819,1,0.517909,-1,0
0.493,0.29,1,0.940852,1,1
0.428,0.245,1,0.926961,1,1
0.629,0.244,1,0.661706,1,1
0.552,0.441,1,0.973336,1,1
0.565,0.964,0,0.182976,0,1
0.435,0.134,1,0.713539,1,1
0.928,0.17,0,0.23337,0,1
0.936,0.628,0,0.217054,0,1
0.497,0.775,1,0.676193,1,1
0.81,0.196,0,0.278188,0,1
0.655,0.186,1,0.446994,-1,0
0.867,0.598,1,0.509299,-1,0
0.681,0.998,0,0.152977,0,1
0.999,0.528,0,0.141548,0,1
0.733,0.457,1,0.848246,1,1
0.0175,0.903,0,0.0100945,0,1
0.427,0.38,1,0.973736,1,1
